Link,Name,Brand,Price,Sale,Stars,Coupon,5 stars,4 stars,3 stars,2 stars,1 star,Reviews
https://tiki.vn/goi-memory-foam-50d-hinh-cong-lock-lock-hlw111-50-x-30-cm-trang-p1399571.html?spid=1408697,Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 (50 x 30 cm) - Trắng,LocknLock,242.000₫,Đã bán 5000+,4.8,"['Giảm 10K Cho đơn hàng từ 250K', 'Giảm 20K Cho đơn hàng từ 399K', 'Giảm 100K Cho đơn hàng từ 600K', 'Giảm 50K Cho đơn hàng từ 799K', 'Giảm 70K Cho đơn hàng từ 1.5 triệu', 'Giảm 100K Cho đơn hàng từ 2 triệu', 'Giảm 150K Cho đơn hàng từ 3 triệu']",962,153,35,7,11,"['Lần đầu tiên mình đặt hàng trên tiki mà khó chịu ntn. \nMình đặt 3 chiếc gối khuyến mại (thanh toán sau) - tiki tự huỷ đơn hàng. \nSau đó mình đặt lại 3 chiếc và thanh toán qua thẻ trc. Nvien đóng gói gọi cho mình bảo là đóng nhầm 1 chiếc, nhờ mình huỷ đơn. Mình bảo đó là lỗi của tiki, mình ko huỷ vì đã trả tiền rồi. \n8-9-2019 tiki giao mình 1 chiếc gối. Mình ko ở nhà nên cô hàng xóm nhận hộ. Không có một biên bản hay giấy tờ gì ghi là giao thiếu hàng. \nMình gọi điện lên tổng đài cskh của tiki thì nv hẹn sau 48h sẽ giải quyết. \n20-9 tiki giao tiếp 2 chiếc gối, lúc giao tình trạng bọc nguyên,  mở ra thi trong đó có một chiếc bị chuột cắn rách lòi hết cả sợi bông. \n\nVô cùng thất vọng về cách làm việc của shop cũng như tiki. ', 'Nó khác so với cái hồi xưa mình mua ở AEON. Nằm bị đau đầu vì nó quá cao, giống *** vậy á, cái mình mua ở AEON làm bằng cao su memory foam, còn cái này thì bằng xốp thường chứ không phải memory foam, thất vọng ghê 😤😩 ', 'đơn hàng trên 500k mà ko có được tặng quà như đã đăng', 'Mình đã mua và dùng 3 ngày. Thử cả 2 chiều đều cảm thấy đau cổ. Mọi người nên dùng loại ""Gối Memory Foam 50D Lock & Lock HLW114 (62 x 34 x 10 cm)"" loại này mình test thấy ok hơn. Cùng 3 ngày sử dụng nhưng gối ""Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 (50 x 30 cm) - Trắng"" này thiết kế ko hợp lý bằng loại HLW114 kia. ', 'Giao hàng trễ, dịch vụ tệ !\nHẹn giao hàng trước 12h đến 18h giao!\ngọi tổng đài 3 lần chỉ để nghe xin lỗi mà khôgn giải quyết được\nquá nản với dịch vụ giao hàng của tiki !\nTrải nghiệm nhận hàng sai trễ lần thứ n !!!!! ', 'Trời ơi mua uổng tiền. Thêm ít tiền mua gối nệm Kim Cương nằm còn sướng hơn á. Gối nằm mỏi cổ, ko dễ chịu tí gì luôn', 'Mặt gối quá dốc nằm không thoải mái, sản phẩm cũng không giống sản phẩm trước đó mình mua cách đây đầu gần 1 năm, không hiểu sao cùng thương hiệu cùng mã hàng mà khác nhau vậy nữa :(( giờ quăng cái gối đó chứ không xài đc luôn. ', 'Chắc tại m nằm ko quen, m nằm ngủ 1 hôm mà đau cổ mất 3 hôm mới khỏi. Giờ chẳng dám nằm. Nằm ngủ mà căng hết cả đầu. Cứ nghĩ đầu tư 1 chiếc gối để ngủ ngon hơn mà ai ngờ ko đc như mong đợi. Gối thì tốt, mềm. ', 'Giá bất thường. Hôm trước mua chỉ có 290k mà qua hôm sau tới 435k', 'Hàng đóng gói cẩn, giao hàng nhanh. Gối cứng k nằm được. Nên mua tại cửa hàng lock&lock gối mêm chuẩn.', 'Sản phẩm rất mỏng manh; không đúng như quảng cáo. Độ dầy của gối thì quá mỏng, Khi gối đầu thì xẹp hẳn xuống.', 'Gối nằm dc chứ ko ôm gọn đầu', 'Gối hơi thấp, nằm hơi đau cổ. Nếu muốn mua hãy suy nghĩ lại, Sao của Tiki k đáng tin cậy đặc biệt là Tiki Trading', 'shipping takes too long time', 'khi mua gối và nhận gối sờ vào rất êm , tuy nhiên khi dùng mình và chồng bị đau mỏi cổ và vai sau khi ngủ dậy', 'Ngủ nhức đầu lắm , đêm nào cũng lăn qua lăn lại hơn một tiếng mới tìm được vị trí có thể kê đầu', '', '', '(*) Đánh giá không tính điểm\nSản phẩm gối oke, không có hộp thuỷ tinh tặng kèm']"
https://tiki.vn/goi-memory-foam-50d-lock-lock-hlw114-62-x-34-x-10-cm-p781987.html?spid=782921,Gối Memory Foam 50D Lock & Lock HLW114 (61 x 34 x 10 cm),LocknLock,396.000₫,Đã bán 5000+,4.6,"['Giảm 10K Cho đơn hàng từ 250K', 'Giảm 20K Cho đơn hàng từ 399K', 'Giảm 100K Cho đơn hàng từ 600K', 'Giảm 50K Cho đơn hàng từ 799K', 'Giảm 70K Cho đơn hàng từ 1.5 triệu', 'Giảm 100K Cho đơn hàng từ 2 triệu', 'Giảm 150K Cho đơn hàng từ 3 triệu']",674,100,35,14,23,"['Tin tưởng TiKi trading nên lúc nhận hàng mình ko kiểm tra. Hôm qua lấy ra cho khách nằm mới phát hiện là hàng nhái/cũ/kém chất lượng. Mình có chụp ảnh và quay video so sánh. Gối giả có màu sậm hơn, lúc nhấn vào ko êm, đàn hồi nhanh, cảm giác xơ cứng như đệm mút thường. ', 'Bị delay giao hàng cực lâu. Hẹn thứ 4 giao mà đến thứ 3 tuần sau mới được giao hàng. Lúc nhận hàng thì hộp đã bị bẹp méo và rách tơi tả hết luôn. Đêm nay mới ngủ thử sản phẩm. Lần đầu mua hàng Tiki Trading mà thất vọng quá ', 'Gối mềm nhẹ, nằm ngủ khá ổn. Tuy nhiên, mình đã chọn tiki trading để đảm bảo hàng chất lượng và nguyên vẹn thì lần này hàng của mình đã bị khui vỏ, bị rách vỏ hộp, có vẻ như bị tháo ra bỏ lại vào hộp nhiều lần. Tuy được bọc lại bằng màng bọc để chắc chắn khi vận chuyển nhưng việc vỏ hộp bị rách khiến mình không hài lòng. Nếu bắt buộc trong quá trình kiểm hàng các bạn mở hộp thì nên đảm bảo vỏ không bị rách, tốt nhất là để nguyên tình trạng hộp để khách hàng có thể yên tâm về chất lượng sản phẩm. Nhìn bên ngoài cảm giác khó chịu hơn trong hình nhiều. Mình đã mua hàng tiki rất nhiều lần và cũng gặp qua nhiều sự cố, tuy nhiên các sản phẩm liên quan đến sức khỏe và coi trọng về chất lượng thì mong tiki lưu ý hơn về sau. ', 'Gối nhận được bên trong mút đã bị rách,lỗ chỗ rách lo ti cả mặt gối?Nhờ Tiki đổi lại  khác .', 'Lúc nhận hàng, hàng được bao bằng màng bọc rất kỹ nên không để ý. Về nhà mở ra thấy vỏ hộp đã bị ướt, mủn giấy ra. Gối bên trong bị ngấm nước ẩm ẩm lại còn bị vệt vàng vàng như gối cũ. Hàng vậy mà tiki cũng giao cho khách hàng. Không muốn mua hàng ở tiki nữa. ', 'Gối foam nên có tính đàn hồi. Mình là nam, cao 1m7 khi nằm thấy cũng bình thường. Sau 1 đêm mình ngủ thì sáng dậy mình đau vùng cổ vai gáy mà trước giờ mình nằm gối cũ vẫn không hề bị đau. Mình đã quay lại sử dụng cái gối cũ vì sản phẩm này khui ra rồi thì không được đổi trả dù khi ngủ mình đã bọc lại gối kĩ càng. \n\nKhuyên các bạn hạn chế mua gối trên mạng mà hãy ra tận cửa hàng lựa cái gối ưng ý. ', 'Chẹp, mình nhờ người nhận hộ ko để ý. Về giở ra được cái hộp như hình, bị ngấm nước. Mình đăng lên để mọi người để ý. Hàng tiki trading cũng phải kiểm tra kỹ.', 'sản phẩm không tốt như kỳ vọng, kê 7 ngày là mất ngủ cả 7 ngày. cao, cứng, lớp bọc có lông dễ bám bụi, mồ hôi gây ngứa mặt... trươc nghĩ là do chưa quen nên cố gắng nằm, đế hôm qua thì chịu không nỗi phải mang gối cũ lại kê. lần đầu tiên thất vọng về 1 sản phẩm của tiki như thế này. Giờ chắc mang gối ra kê lưng thôi chứ xù lông vậy chắc gì trả được. quá tệ ', 'Gối cực kì cứng, phải quen nằm gối cao và cứng mới nằm được. Nằm được 1 buổi tối mà đau đầu không thể tả, vẹo cổ luôn. Phải đổi gấp về gối cũ', 'Về sản phẩm bên trong : xài ổn, khá là thích\nVề cách đóng gói, giao sản phẩm : Như hình mình đính kèm bên dưới. mình thấy việc bảo quản hàng khá là tệ. hộp gì mà móp với rách thế này.', 'thùng đã đc cạy rách chưa biết chất lượng bên trong tn', 'Gối cao và cứng chứ ko mềm. Tôi nằm ngửa gối ngay chỗ hõm giữa gối vẫn thấy cao, nằm ngủ được 1h thì bỏ gối nằm ko luôn vì quá đau mỏi cổ.', 'Gối giao đến với phần đáy hộp đựng nhàu nhĩ , rách và móp méo. \n\nVề phần ruột gối. Lúc kiểm tra thì phần mặt sau và một số chỗ ở mặt trước có nhiều lỗ hõm, không láng đều. Phần giữa gối để nằm ngửa lại hơi cao dù đã lún xuống khi nằm, nằm ngửa một lúc sẽ bị mỏi cổ, phải đổi tư thế nằm thường xuyên. Nằm ngủ cũng không thấy thoáng hơn gối thường như quảng cáo. \n\nVề phần vỏ gối đi kèm. Mình cho một sao ở phần vỏ gối. Lúc lấy ra đã nồng mùi như hóa chất tẩy rửa, lúc đem giặt mùi còn tỏa ra nhiều hơn. Mình giặt tay phần vỏ gối, chỉ vò nhẹ cho ra hết mùi thuốc tẩy ban đầu (cuối cùng vẫn không hết mùi hoàn toàn). Nhưng sau khi phơi khô phát hiện mặt trên của vỏ gối có một vết rách. Phần vải lưới ngoài cùng quá mỏng manh, phải giặt tay nhẹ nhàng (dù vẫn rách), trong khi vỏ gối có khoảng 3 lớp (rất dầy so với vỏ gối mình hay mua trong siêu thị), làm cảm giác vỏ không được sạch xà bông và mất thời gian công sức. ', 'Mình thấy các bạn review là gối êm nên mình mua về nằm thử. Nhưng khi mình dùng thì thấy gối cứng và nằm lâu có cảm giác đau đầu. Nếu đơn hàng này bị lỗi mong Tiki đổi trả giúp mình, nếu đây là chất lượng của gối thì mình khuyên là không nên mua. ', 'Tôi mua sản phẩm này sau khi đọc reviews  nhưng quá thát vọng vì ngay đếm đầu tiên sử dụng , vai và cổ tôi đau khủng khiếp, không thể quay đầu và tay cũng không thể với qua phía sau gáy. Sợ quá tôi không dám gối thêm lần nào nữa,  thật phí tiền! ', 'Mình mua 2sp đã thanh toán, 1 tuần sau giao 1 sp, 10 ngày sau thì huỷ đơn ko giao sp còn lại. Gọi tổng đài thì ko ai trả lời. Không phản hồi cách xử lý hoàn tiền cho khách hàng, không bao giờ mua hàng trên tiki nữa ', 'Mới đầu mua vì tưởng sẽ đỡ tình trạng đau gai gáy lúc ngủ dậy. nhưng nằm một thời gian thì phải bỏ quay về dùng gối mềm thấp vì tình trạng còn tệ hơn.', 'Tôi mua cách nay 1 tháng 650k, cũng ghi đã giảm giá. Vậy mà bữa giờ tôi thấy bán giá 369k suốt. Từ nay phải cảnh giác với giá của tiki, đã mua trên tiki lâu nhưng không nghĩ mua hố đến vậy.', 'Sản phẩm cứng, không mềm như hàng mua trong cửa hang lock n lock, nằm lên còn đau cổ hơn! Mọi người mua cẩn thận. K thì check trước nằm trước khoan xé nylon ra để còn đổi trả nha.huhu....', 'Cảm giác như mua hàng 1 thập kỉ rồi mới được nhận.', 'TÔI ĐẶT HÀNG LÀ QUÀ TẶNG CÓ ĐÍNH KÈM LỜI CHÚC, NHƯNG NGƯỜI NHẬN HÀNG THÌ CHỈ NHẬN ĐC HỘP GIAO HÀNG NHƯ BÌNH THƯỜNG, KHÔNG CÓ THIÊP GHI LỜI CHÚC ĐÍNH KÈM. KHÁ LÀ THẤT VỌNG', 'tôi mua hàng và thanh toán ngày 15/06 tới ngày 20/6 mới xử lý xong đơn hàng và giao cho vận chuyển. lần đầu tiên cảm thấy không hài lòng tại tiki. mong thay đổi lần sau', 'Mua 3 cái ruột gối đều bị khuyết tật', 'Đóng gói cực kỳ tệ, cả hai lần mua', 'Nằm ko đc như ý , đau cổ, đành bỏ nó qua 1 bên', 'gối cứng, nằm bị đau đầu, kg cải thiện tình trạng đâu vai gáy', 'Quá thất vọng gối cứng nằm rất nhức đầu\n\nLúc đầu nghĩ là nằm ko quen thử 1 t/g vẫn v, rồi h bỏ xó luôn ko đụng tới', 'ko biết do chưa quen gối hay sao mà mình ngủ ko ngon, đau cổ, đau đầu.', 'Giảm ngáy thật sự, gối hơi cứng. Nên tặng thêm 1 bao gối.', 'Vui lòng kiểm tra lại đơn hàng số 582939696, đặt hàng vào ngày 13/1/2019, đã 3 ngày rồi mà hàng vẫn chưa được giao cho vận chuyển.', 'Khong tot lam. Can cai thien', 'Gối nằm cao và đau lưng quá.', 'Không êm. Khá cao. Ko thoải mái', 'Đau mỏi cổ nên mua thử, hoá ra gối khá cao, gối xong đau hơn, ai quen dùng gối thấp hoặc gối lông vũ ko nên mua gối này', '', 'Gối này không thích hợp với những ai ghét gối cao quá, nằm thay vì thấy matxa thì hơi khó chịu vì cao.\nCòn lại thì mềm mại, ok.', 'Gối quá thấp cả nhà mình ko ai nằm được từ bé đến già. Thất vọng']"
https://tiki.vn/chieu-dieu-hoa-cao-su-non-ks007-p52626416.html?spid=251429194,Chiếu điều hòa cao su non KS007,OEM,190.877₫,Đã bán 184,5.0,,2,0,0,0,0,
https://tiki.vn/bo-ga-giuo-ng-poly-cotton-lidaco-drap-giuong-du-size-nem-1m2-1m4-1m6-1m8-ta-ng-01-vo-go-i-om-p115092053.html?spid=273165061,"Bộ ga giường poly cotton LIDACO drap giường đủ size nệm 1m2, 1m4, 1m6, 1m8 (Tặng 01 vỏ gối ôm)",LIDACO,85.000₫,Đã bán 3321,4.5,,452,155,26,12,34,"['Xù lông,ra mau,tuen nao cua do', 'Xu long ra mau tien nao cua do', 'Hàng không chuẩn, đường lỗi rách theo kiểu may vá sửa lại, nệm có 9 phân mà tấm trải giường không vừa độ dày khiến ng dùng phải kéo chỉnh lại hoài, tiếc tiền bỏ ra nên mình vẫn xài, chứ thiệt vải cứng nữa nha. buồn. ', 'mua 2 cái size 1.6m thì 1 cái to 1 cái nhỏ. Sau 3 lần giặt thì chỉ bung hết. Mua hàng Tiki 6 năm nay chưa bao giờ đánh giá kém sản phẩm nào nhưng riêng lần này phải viết review cho mọi người né ra. Bực nhất là size không vừa, cái to cái nhỏ ', 'Vải diêu mỏng , kích thích quá bé so với quãng cáo nên không bọc được niệm; giao hàng còn thiếu vỏ gối ôm', 'quá tệ , hôi, bẩn , 😔😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞', 'Sản phẩm rất hôi sau khi giặt 2 lần vẫn không hết mùi. Mùi chỉ bốc ra khi bạn mở túi đựng sản phẩm, nhưng LIDACO không cho trả lại vì đã mở sản phẩm ra.', 'Kích thước không như thực tế quãng cáo - bọc không được vào niệm', 'Đặt 3 bộ ga,  Hàng vừa nhận , không diễn tả luôn', 'giao không đúng , mình đặt bò sữa mà giao hình bông tuyết', 'Vừa đặt xong 3 bộ , chán vô cùng', 'Drap mỏng, nhìn kém chất lượng, bị bẩn nhưng vẫn giao khách.', 'Sản phẩm có mùi rất hôi, giặt 2 lần với nước xả vải mà vẫn ko hết mùi hôi. Bây h mình không biết làm sao!', 'Giao k đúng size mình đặt, có nhu cầu đổi trả sản phẩm', 'Mới trải được mấy hôm đã rách te tua,chất lượng chán quá', 'lừa đảo  nghĩ bao để cái hình to vậy má giao cái ra m2 vậy má trả tiền đây mất dạy', 'mua m8 giao m2, không vui', 'ga qua nho ko vua dem buon ve shop mua ve ko dung duoc🥺', 'vai kate cung ok chứ hg ep lắm', 'Kích thước k chuẩn về k dùng đc.', 'Bộ 5 món mà chỉ có 4 món k có chăn', 'ga bị lỗi rách mà cũng bán quá thất vọng.', 'Mình chọn size 1m8 sao giao 1m2 ko vừa', 'Tệ không như mong muốn. Khác ảnh', 'đã giao k đúng mẫu còn khôg đúng kích thước quá thất vọng', 'Dùng dc đúng 1 tháng thì bị rách, vải quá mỏng', 'Gà gối đúng mẫu nhưng kích thước đặt sai....', 'Hàng vải xấu lắm,kg nên mua', 'không hài lòng về kích cở', 'chất vải thô, màu ko giống hình ảnh. nói chung là ko hài lòng', 'Yêu cầu 1m6*2m lại đi giao 1m2 chẳng hiểu nổi', 'Không nên mua nhé mọi người', 'ủa sao 1m8 mà có chút xíu bằng 1m6 thôi vậy chời', 'Shop gui Không  đúng kích thước ,', 'Mua kích thước 1m4 mà ko trải dc , nhỏ như 1m2, hoa văn đẹp', 'sai kích thước, ko phải 1m8 x 2m , cho mình đổi lại đúng size', 'Gra hơi nhỏ và bị sổ chỉ nhiều', 'Chất vải xấu. E mới dùng dc 3 ngày rách luôn rồi ạ', 'Shop không nhiệt tình tư vấn', 'Đưa drar 1 màu áo gỗi ôm 1 màu khác', 'Vải cứng hok tốt- vỏ gối nhỏ', 'hàng chợ chán lắm. chỉ lên mua hàng tiki trarding', 'Bí hơi. Kg bằng lót nilon dưới tấm ga', 'giao hàng nhang nhưng đặt m6 ra m4', 'Vải k dc tốt. Kéo 1 cách bị rách', 'chất liệu mỏng...........']"
https://tiki.vn/chieu-dieu-hoa-cao-su-non-ks001-p52626374.html?spid=257753724,Chiếu điều hòa cao su non KS001,OEM,219.965₫,Đã bán 1895,4.5,,9,0,0,1,1,"['Chán lắm, không thể máng chun vào nệm được', 'Không tốt như quảng cáo. Xem lại']"
https://tiki.vn/goi-cao-su-non-cho-nguoi-lon-co-gel-lanh-ema-chong-ngu-ngay-giam-dau-moi-co-vai-gay-phong-ngua-thoai-hoa-dot-song-co-phong-cach-nhat-ban-p119309533.html?spid=271452102,"Gối cao su non có gel lạnh Ema cho người lớn - Chống ngủ ngáy, giảm đau mỏi cổ vai gáy - Phòng ngừa thoái hóa đốt sống cổ - Phong cách Nhật Bản",Ema,325.000₫,Đã bán 2308,4.6,"['Giảm 5K Cho đơn hàng từ 50K', 'Giảm 75K Cho đơn hàng từ 1.5 triệu']",417,120,19,10,10,"['Ghi giá là 630k, giảm giá còn 320k thực ra là tăng khống thôi. Cao su cắt không mượt, sứt sẹo, vỏ thì như vải gia công, đường vải ở khóa nhô hẳn lên. Nhận được lại có vết bẩn ở vải. Tóm lại là không hài lòng ', 'gối vừa nhận đc hôm nay. kiểm tra bên trong thấy bị nứt. vui lòng cho đổi trả', 'Hàng không phải cao su non nhé; phủ cao su vỏ ngoài thôi. Lõi xốp', 'Bán hàng quá kém,giao khác loại,khác màu-Đề nghị Tiki đổi trả hàng giúp mình.\nMua vỏ loại to,có hõm gáy lại giao loại nhỏ,thang không có hõm gáy,khác màu!', 'Giao hàng không đúng màu\nTại sao đặt hàng màu xám mà giao màu trắng', 'Bọn *** mọi người à.mình mua 2 cái nó giao có 1 cái tính tiền 2 cái.', 'Hàng như lô hàng vị lỗi rồi đem bán vậy .👇', 'Lần đầu tiên mua thì tốt lần thứ hai thì mùi nhựa cực kì khủng khiếp chứng tỏ khâu kiểm soát chất luợng rất có vấn đề.', 'bán hàng giả ko đúng sản phẩm. chỉ có vỏ gối khong có ruột', 'Đề nghị chủ Shop liên hệ lại với tôi. Đơn hàng bạn gửi cho tôi không đúng thông tin mô tả. Vỏ gối xơ và ko đồng màu với nhau!!!', 'Gối rởm quá không hài lòng với nhãn hiệu và quảng cáo của tiki', 'Không như mong đợi. Màu trắng dễ bẩn. Nằm nghiêm úp tai vào gối nên hơi mút ù hết tai', 'nên nói rõ là vỏ gối hay ruột gối. tiêu đề thì ruột gối nhận hàng rồi mới té ngửa vỏ gối', 'Gối không đúng mẫu, vỏ gối bị dơ', 'Kích thước gối quá nhỏ. Không nâng đỡ được khi nằm nghiêng', 'Gối lún xẹp và có mùi hôi', 'Nằm không thoải mái lắm. \nRất khó chịu', 'gối xờ thích nhưng mà đau đầu ko ngủ được luôn', 'Tạm, gối khi nằm hơi cứng, đau gáy thêm.', 'chẳng như quảng cáo để mua']"
https://tiki.vn/goi-chu-u-cao-su-non-goi-tua-co-cho-dan-van-phong-lai-xe-du-lich-p72332230.html?spid=72332240,"GỐI CHỮ U CAO SU NON - GỐI TỰA CỔ CHO DÂN VĂN PHÒNG, LÁI XE, DU LỊCH",OEM,129.000₫,Đã bán 1000,4.8,,148,26,1,0,1,
https://tiki.vn/goi-cao-su-chong-dau-cot-song-goi-cao-su-danh-cho-nguoi-hay-ngu-ngay-moi-co-vai-gay-hang-chinh-hang-p270862516.html?spid=53257847,Gối cao su chống đau cột sống - Gối cao su dành cho người hay ngủ ngáy mỏi cổ vai gáy – Hàng chính hãng,miDoctor,89.000₫,Đã bán 1837,4.5,"['Giảm 5K Cho đơn hàng từ 159K', 'Giảm 6K Cho đơn hàng từ 215K', 'Giảm 7K Cho đơn hàng từ 259K', 'Giảm 15K Cho đơn hàng từ 449K', 'Giảm 9K Cho đơn hàng từ 489K', 'Giảm 25K Cho đơn hàng từ 650K', 'Giảm 50K Cho đơn hàng từ 1 triệu']",266,88,21,14,24,"['Gởi lời đến Shop đã bán 2 chiếc gối cao su non này ! \n1/ Gối màu hồng đã qua sử dụng , bởi vì viền cao su đã bị bong chóc ở  đường viền của  ruột. gối ! gối xập xệ có nhiều nếp nhăn ở vỏ gối?? \nThật là bất bình ! ck mình bảo  bị mua phải được cũ rồi? \nĐề nghị cho trả 2 chiếc gối này gấp! Tiki nên chấn chỉnh về vấn đề shop làm ăn đối trái đối với khách? không tôn trọng khách!\nYêu cầu sớm trả lời cho mình nhé Tiki ? \nXin cảm ơn ! ', 'Sản phẩm sai kích thước trầm trọng. Nằm có êm đó nhưng k phải cao su non đâu nha. K có mùo cao su gì hết.', 'Hàng lởm, không đúng như quảng cáo, chất lượng rất kém, mọi người chú ý shop này. Nhờ TIKI xem lại shop', 'Tôi không hài lòng vì mua 2 chiếc gối thì bị 2 mầu và 1 chiếc to 1 chiếc nhỏ. sau đó tôi khiếu nại tiki đến hôm nay là 2 ngày vẫn không có hồi âm.', 'Sản phẩm 3chiếc thì lỗi hai chiếc, đóng gói thì sơ sài đề nghị hoàn trả lại', 'Gối gì mềm èo, lấy hai ngón tay kẹp lại còn xẹp lép nữa làm sao mà gối đầu (shop đổi cho tui cái khác được không?)', 'quá tệ. chưa bao giờ mua sản phẩm tệ vậy. gối nằm như không nằm, chất liệu cũng k phải cao su non. tiki nên xác minh lại tính xác thực của phần mô tả và tên sản phẩm', 'Chất lượng thì ko nói tiền nào của nấy.Hàng ko dc nguyên vẹn lũng tùm lum cũng ship hay thiệt.', 'gối quá thấp , đồ đàn hồi yếu, độ nâng đỡ cổ cực kì thấp nên chẳng có tác dụng gì , gần giống như là nằm không kê gối vậy', 'Gối này không dùng được do quá yếu. Nhấn nhẹ thôi đã xẹp mỏng dính rồi. Gai thì làm giả bằng lớp vải bọc chứ không phải gai của ruột. Ruột không dám chắc là cao su hay không nữa', 'Hàng quá tệ không như mình tưởng nó mền nhủn giống như đồ lau bảng', 'gối mềm quá không có sự đàn hồi', 'Chất lượng kém, ruột quá mềm. Liên hệ trả lại shop ko phản hồi, chất lượng dịch vụ kém', 'Hàng ko ứng ý cho lắm , khuyên khích ko nên mua tránh tình trạng phí phạm đồng tiền', '1 sao, nói chung hàng tiki giao hàng phí qá cao. nhân viên phục vụ ko hài lòng', 'Không đc như kỳ vọng, khá thấp', 'Tệ, liên hệ shop không giải quyết', 'Tệ.................................', 'không như mong đợi. cao su mà như xốp vậy.', 'Gối rất mỏng chả khác gối thường tí nào', '*** mua phí cả tiền mang làm nệm ngồi thôi', 'Sản phẩm kém chất lượng. 😔', 'lần đặt thứ 3 rồi, shop giao cái bị mềm nhũng. haizz', 'Tiền nào của nấy, thử mua chỉ để trãi nghiệm thui 🤣', 'tạm sử dụng được giá bình', 'gối chán..................', 'Không nên mua, sản phẩm không tốt', 'mem qua nam 2 cai moi vua', 'ko nên mua . 85k không xứng đáng', 'Hàng mỏng. K ok lắm dùng k ăn thua', 'Mua 2 cái thì cái trắng cứng. Cài hồng mềm dễ chịu hơn', 'Đúng là tiền nào của đó. Dỏm', 'Hàng không giống nhu mô tả', 'quá mỏng,không dày nhìn rất chán', 'nằm càng khó ngủ, ngủ càng không sâu', 'gối xốp chứ k phải cao su non', 'Thay cung duoc, moi mua ve sau chua biet', '', '(*) Đánh giá không tính điểm\nChị mua hai cái gối cao su non mà hư một cái yêu cầu em đổi cho chị cái khác nhé']"
https://tiki.vn/muong-dong-dinh-luong-phan-bon-dang-bot-2-dau-chia-vach-san-tien-loi-de-su-dung-greenhome-p259514009.html?spid=259514011,"Muỗng Đong Định Lượng Greenhome, 2 Đầu, Chia Vạch Sẵn, Tiện Lợi, Đong Phân Bón Dạng Bột, Gia Vị",Greenhome,1.800₫,Đã bán 565,,"['Giảm 9K Cho đơn hàng từ 499K', 'Giảm 19K Cho đơn hàng từ 999K', 'Giảm 29K Cho đơn hàng từ 2 triệu', 'Giảm 49K Cho đơn hàng từ 2.9 triệu']",,,,,,
https://tiki.vn/ao-mua-kin-nguoi-khong-xe-ta-vai-du-hang-cao-cap-chong-tham-cuc-tot-ao-mua-di-xe-may-p12030860.html?spid=173443392,"Áo Mưa kín người Không Xẻ Tà Vải Dù Hàng Cao Cấp Chống Thấm Cực Tốt, Áo Mưa Đi Xe Máy",OEM,105.000₫,Đã bán 206,4.7,"['Giảm 5K Cho đơn hàng từ 299K', 'Giảm 10K Cho đơn hàng từ 349K', 'Giảm 9K Cho đơn hàng từ 499K', 'Giảm 15K Cho đơn hàng từ 759K', 'Giảm 50K Cho đơn hàng từ 1.2 triệu', 'Giảm 100K Cho đơn hàng từ 2.5 triệu']",22,6,2,0,0,
https://tiki.vn/be-boi-phao-boi-cho-be-3-tang-du-kich-co-p116300329.html?spid=270478735,Bể bơi phao bơi cho bé 3 tầng đủ kích cỡ,OEM,243.000₫,Đã bán 144,5.0,"['Giảm 2% Cho đơn hàng từ 115K', 'Giảm 2% Cho đơn hàng từ 207K', 'Giảm 2% Cho đơn hàng từ 677K']",2,0,0,0,0,
https://tiki.vn/ao-mua-mot-nguoi-trong-suot-co-non-thoi-trang-nhua-eva-su-dung-nhieu-lan-p247298318.html?spid=247298320,"Áo Mưa Một Người Trong Suốt Có Nón Thời Trang, Nhựa EVA Sử Dụng Nhiều Lần",NAVIVU,45.000₫,Đã bán 319,4.8,,23,6,0,0,0,
https://tiki.vn/vi-go-lot-san-thuong-hieu-ankan-mau-nau-vang-van-go-lot-san-ban-cong-san-vuon-ho-boi-phong-spa-sieu-ben-chiu-nuoc-tot-chong-tron-truot-tieu-chuan-xuat-khau-8-vi-p52354974.html?spid=52354976,"Combo 9 Ván Sàn Gỗ Tự Nhiên Màu Nâu Vàng, Vỉ Gỗ Lót Sàn Ban Công, Sân Vườn, Hồ Bơi, Phòng Spa, Siêu Bền, Chịu Nước Tốt, Chống Trơn Trượt, Tiêu Chuẩn Xuất Khẩu",ANKAN,249.000₫,Đã bán 503,4.7,"['Giảm 5K Cho đơn hàng từ 50K', 'Giảm 20K Cho đơn hàng từ 340K', 'Giảm 100K Cho đơn hàng từ 2 triệu']",42,8,3,1,0,
https://tiki.vn/nam-doi-khang-trichoderma-bacillus-nano-xgreen-aht_corp-1kg-chuyen-dung-trong-nong-nghiep-cung-cap-enzyme-ho-tro-qua-trinh-phan-huy-mun-chat-huu-co-phan-bo-phan-ga-p93024943.html?spid=93024944,"Nấm đối kháng Trichoderma Bacillus Nano Xgreen AHT_Corp 1kg- Chuyên Dùng Trong Nông Nghiệp Cung Cấp Enzyme Hỗ Trợ Quá Trình Phân Hủy Mùn, Chất Hữu Cơ, phân bò, phân gà",AHT CORP,59.400₫,Đã bán 44,5.0,['Giảm 10K Cho đơn hàng từ 150K'],4,0,0,0,0,
