date,vcb_close,vnindex_close,exchange_rate,interest_rate,gdp,inflation,sp500_close,gdp_growth
2021-03-29,73780.0,1175.68,23231.0,0.37,1915368.0,-0.27,3971.09,0.0
2021-03-30,73393.0,1186.36,23237.0,0.24,1915368.0,-0.27,3958.55,0.0
2021-03-31,73393.0,1191.44,23244.0,0.26,1915368.0,-0.27,3972.89,0.0
2021-04-01,75019.0,1216.1,23242.0,0.25,2050431.0,-0.04,4019.87,0.07051543097723258
2021-04-02,75716.0,1224.45,23241.0,0.26,2050431.0,-0.04,3751.41,0.0
2021-04-05,78967.0,1236.05,23236.0,0.25,2050431.0,-0.04,4077.91,0.0
2021-04-06,78890.0,1239.96,23237.0,0.29,2050431.0,-0.04,4073.94,0.0
2021-04-07,78890.0,1242.38,23229.0,0.29,2050431.0,-0.04,4079.95,0.0
2021-04-08,77419.0,1234.89,23221.0,0.3,2050431.0,-0.04,4097.17,0.0
2021-04-09,75484.0,1231.66,23214.0,0.31,2050431.0,-0.04,4128.8,0.0
2021-04-12,76567.0,1252.45,23218.0,0.4,2050431.0,-0.04,4127.99,0.0
2021-04-13,75484.0,1248.33,23214.0,0.43,2050431.0,-0.04,4141.59,0.0
2021-04-14,76413.0,1255.87,23217.0,0.41,2050431.0,-0.04,4124.66,0.0
2021-04-15,75484.0,1247.25,23200.0,0.41,2050431.0,-0.04,4170.42,0.0
2021-04-16,74555.0,1238.71,23196.0,0.43,2050431.0,-0.04,4185.47,0.0
2021-04-19,76258.0,1260.58,23190.0,0.43,2050431.0,-0.04,4163.26,0.0
2021-04-20,79742.0,1268.28,23182.0,0.44,2050431.0,-0.04,4134.94,0.0
2021-04-22,79742.0,1227.82,23183.0,0.42,2050431.0,-0.04,4134.98,0.0
2021-04-23,80516.0,1248.53,23179.0,0.44,2050431.0,-0.04,4180.17,0.0
2021-04-26,76335.0,1215.77,23167.0,0.77,2050431.0,-0.04,4187.62,0.0
2021-04-27,76645.0,1219.75,23161.0,1.05,2050431.0,-0.04,4186.72,0.0
2021-04-28,76645.0,1229.55,23160.0,1.2,2050431.0,-0.04,4183.18,0.0
2021-04-29,77419.0,1239.39,23158.0,0.9,2050431.0,-0.04,4211.47,0.0
2021-05-04,76722.0,1242.2,23174.0,0.95,2050431.0,0.16,4164.66,0.0
2021-05-05,78348.0,1256.43,23176.0,1.14,2050431.0,0.16,4167.59,0.0
2021-05-06,76877.0,1250.57,23178.0,1.29,2050431.0,0.16,4201.62,0.0
2021-05-07,75096.0,1241.81,23179.0,1.21,2050431.0,0.16,4232.6,0.0
2021-05-10,75948.0,1259.58,23162.0,1.24,2050431.0,0.16,4188.43,0.0
2021-05-11,75793.0,1256.04,23145.0,1.25,2050431.0,0.16,4152.1,0.0
2021-05-12,75329.0,1269.09,23149.0,1.23,2050431.0,0.16,4063.04,0.0
2021-05-13,74942.0,1261.99,23168.0,1.24,2050431.0,0.16,4112.5,0.0
2021-05-14,75019.0,1266.36,23176.0,1.22,2050431.0,0.16,4173.85,0.0
2021-05-17,74322.0,1258.7,23160.0,1.2,2050431.0,0.16,4163.29,0.0
2021-05-18,73238.0,1252.68,23170.0,1.22,2050431.0,0.16,4127.83,0.0
2021-05-19,72851.0,1262.49,23151.0,1.22,2050431.0,0.16,4115.68,0.0
2021-05-20,76645.0,1278.22,23154.0,1.24,2050431.0,0.16,4159.12,0.0
2021-05-21,74942.0,1283.93,23160.0,1.21,2050431.0,0.16,4155.86,0.0
2021-05-24,75406.0,1297.98,23160.0,1.25,2050431.0,0.16,4197.05,0.0
2021-05-25,77264.0,1308.58,23158.0,1.35,2050431.0,0.16,4188.13,0.0
2021-05-26,77729.0,1316.7,23146.0,1.46,2050431.0,0.16,4195.99,0.0
2021-05-27,76413.0,1303.57,23137.0,1.46,2050431.0,0.16,4200.88,0.0
2021-05-28,77109.0,1320.46,23135.0,1.42,2050431.0,0.16,4204.11,0.0
2021-05-31,76335.0,1328.05,23135.0,1.54,2050431.0,0.16,3896.4,0.0
2021-06-01,80284.0,1337.78,23117.0,1.54,2050431.0,0.17,4202.04,0.0
2021-06-02,82064.0,1340.78,23131.0,1.48,2050431.0,0.17,4208.12,0.0
2021-06-03,82606.0,1364.28,23131.0,1.39,2050431.0,0.17,4192.85,0.0
2021-06-04,81213.0,1374.05,23138.0,1.29,2050431.0,0.17,4229.89,0.0
2021-06-07,79742.0,1358.78,23140.0,1.16,2050431.0,0.17,4226.52,0.0
2021-06-08,77419.0,1319.88,23130.0,1.1,2050431.0,0.17,4227.26,0.0
2021-06-09,78967.0,1332.9,23107.0,1.07,2050431.0,0.17,4219.55,0.0
2021-06-10,78813.0,1323.58,23104.0,1.01,2050431.0,0.17,4239.18,0.0
2021-06-11,79587.0,1351.74,23101.0,0.96,2050431.0,0.17,4247.44,0.0
2021-06-14,78967.0,1361.72,23099.0,0.96,2050431.0,0.17,4255.15,0.0
2021-06-15,79587.0,1367.36,23103.0,0.98,2050431.0,0.17,4246.59,0.0
2021-06-16,80516.0,1356.52,23109.0,0.97,2050431.0,0.17,4223.7,0.0
2021-06-17,80671.0,1359.92,23114.0,0.95,2050431.0,0.17,4221.86,0.0
2021-06-18,84000.0,1377.77,23148.0,0.99,2050431.0,0.17,4166.45,0.0
2021-06-21,82529.0,1372.63,23167.0,1.1,2050431.0,0.17,4224.79,0.0
2021-06-22,83303.0,1379.97,23184.0,1.08,2050431.0,0.17,4246.44,0.0
2021-06-23,84929.0,1376.87,23191.0,1.14,2050431.0,0.17,4241.84,0.0
2021-06-24,85703.0,1379.72,23191.0,1.21,2050431.0,0.17,4266.49,0.0
2021-06-25,87174.0,1390.12,23179.0,1.23,2050431.0,0.17,4280.7,0.0
2021-06-28,87174.0,1405.81,23169.0,1.19,2050431.0,0.17,4290.61,0.0
2021-06-29,88258.0,1410.04,23177.0,1.1,2050431.0,0.17,4291.8,0.0
2021-06-30,90116.0,1408.55,23178.0,1.13,2050431.0,0.17,4297.5,0.0
2021-07-01,90116.0,1417.08,23182.0,1.09,1986949.0,0.62,4319.94,-0.030960320049784655
2021-07-02,88954.0,1420.27,23184.0,1.03,1986949.0,0.62,4352.34,0.0
2021-07-05,87948.0,1411.13,23190.0,1.0,1986949.0,0.62,3772.49,0.0
2021-07-06,86709.0,1354.79,23175.0,0.95,1986949.0,0.62,4343.54,0.0
2021-07-07,87793.0,1388.55,23181.0,0.9,1986949.0,0.62,4358.13,0.0
2021-07-08,85935.0,1374.68,23190.0,0.94,1986949.0,0.62,4320.82,0.0
2021-07-09,85006.0,1347.14,23201.0,0.95,1986949.0,0.62,4369.55,0.0
2021-07-12,82916.0,1296.3,23198.0,0.94,1986949.0,0.62,4384.63,0.0
2021-07-13,80051.0,1297.54,23201.0,0.93,1986949.0,0.62,4369.21,0.0
2021-07-14,78813.0,1279.91,23204.0,0.92,1986949.0,0.62,4374.3,0.0
2021-07-15,79355.0,1293.92,23203.0,0.93,1986949.0,0.62,4360.03,0.0
2021-07-16,79355.0,1299.31,23192.0,0.93,1986949.0,0.62,4327.16,0.0
2021-07-19,75096.0,1243.51,23195.0,0.95,1986949.0,0.62,4258.63,0.0
2021-07-20,77574.0,1273.29,23207.0,0.95,1986949.0,0.62,4323.21,0.0
2021-07-21,76645.0,1270.79,23211.0,0.95,1986949.0,0.62,4358.69,0.0
2021-07-22,77651.0,1293.67,23215.0,0.97,1986949.0,0.62,4367.48,0.0
2021-07-23,75096.0,1268.83,23209.0,0.96,1986949.0,0.62,4411.8,0.0
2021-07-26,74322.0,1272.71,23213.0,0.98,1986949.0,0.62,4422.23,0.0
2021-07-27,73548.0,1276.93,23217.0,1.0,1986949.0,0.62,4401.46,0.0
2021-07-28,75096.0,1277.07,23218.0,0.98,1986949.0,0.62,4400.65,0.0
2021-07-29,75793.0,1293.6,23212.0,0.94,1986949.0,0.62,4419.15,0.0
2021-07-30,75871.0,1310.05,23180.0,0.97,1986949.0,0.62,4395.26,0.0
2021-08-02,75096.0,1314.22,23180.0,0.96,1986949.0,0.25,4387.11,0.0
2021-08-03,76490.0,1332.44,23176.0,0.96,1986949.0,0.25,4423.15,0.0
2021-08-04,76258.0,1334.74,23166.0,0.93,1986949.0,0.25,4402.68,0.0
2021-08-05,76955.0,1345.55,23164.0,0.93,1986949.0,0.25,4429.1,0.0
2021-08-06,75948.0,1341.45,23167.0,0.92,1986949.0,0.25,4436.52,0.0
2021-08-09,76103.0,1359.86,23173.0,0.9,1986949.0,0.25,4432.35,0.0
2021-08-10,76645.0,1362.43,23187.0,0.87,1986949.0,0.25,4436.75,0.0
2021-08-11,77806.0,1357.79,23178.0,0.83,1986949.0,0.25,4447.7,0.0
2021-08-12,77342.0,1353.05,23152.0,0.79,1986949.0,0.25,4460.84,0.0
2021-08-13,77109.0,1357.05,23145.0,0.77,1986949.0,0.25,4468.0,0.0
2021-08-16,77884.0,1370.96,23153.0,0.75,1986949.0,0.25,4479.66,0.0
2021-08-17,78193.0,1363.09,23158.0,0.73,1986949.0,0.25,4448.08,0.0
2021-08-18,78193.0,1360.94,23164.0,0.71,1986949.0,0.25,4400.27,0.0
2021-08-19,79587.0,1374.85,23154.0,0.69,1986949.0,0.25,4405.8,0.0
2021-08-20,77496.0,1329.43,23166.0,0.66,1986949.0,0.25,4441.67,0.0
2021-08-23,75329.0,1298.86,23177.0,0.65,1986949.0,0.25,4479.54,0.0
2021-08-24,75096.0,1298.74,23165.0,0.64,1986949.0,0.25,4486.23,0.0
2021-08-25,75484.0,1309.55,23151.0,0.65,1986949.0,0.25,4496.19,0.0
2021-08-26,74942.0,1301.12,23143.0,0.65,1986949.0,0.25,4469.91,0.0
2021-08-27,75716.0,1313.2,23142.0,0.64,1986949.0,0.25,4509.37,0.0
2021-08-30,76877.0,1328.14,23137.0,0.69,1986949.0,0.25,4528.79,0.0
2021-08-31,76955.0,1331.47,23130.0,0.63,1986949.0,0.25,4522.68,0.0
2021-09-01,76955.0,1334.65,23109.0,0.5,1986949.0,-0.62,4524.09,0.0
2021-09-06,77419.0,1346.39,23106.0,0.65,1986949.0,-0.62,3988.04,0.0
2021-09-07,77419.0,1341.9,23102.0,0.64,1986949.0,-0.62,4520.03,0.0
2021-09-08,77187.0,1333.61,23109.0,0.64,1986949.0,-0.62,4514.07,0.0
2021-09-09,76877.0,1343.98,23122.0,0.65,1986949.0,-0.62,4493.28,0.0
2021-09-10,76800.0,1345.31,23118.0,0.63,1986949.0,-0.62,4458.58,0.0
2021-09-13,75948.0,1341.43,23113.0,0.64,1986949.0,-0.62,4468.73,0.0
2021-09-14,76103.0,1339.7,23130.0,0.64,1986949.0,-0.62,4443.05,0.0
2021-09-15,75174.0,1345.83,23117.0,0.66,1986949.0,-0.62,4480.7,0.0
2021-09-16,75948.0,1345.87,23110.0,0.64,1986949.0,-0.62,4473.76,0.0
2021-09-17,75251.0,1352.64,23119.0,0.64,1986949.0,-0.62,4432.99,0.0
2021-09-20,77109.0,1350.48,23132.0,0.64,1986949.0,-0.62,4357.73,0.0
2021-09-21,75871.0,1339.84,23134.0,0.68,1986949.0,-0.62,4354.18,0.0
2021-09-22,77032.0,1350.68,23132.0,0.68,1986949.0,-0.62,4395.64,0.0
2021-09-23,77032.0,1352.76,23139.0,0.69,1986949.0,-0.62,4448.98,0.0
2021-09-24,77032.0,1351.17,23134.0,0.68,1986949.0,-0.62,4455.48,0.0
2021-09-27,75871.0,1324.99,23141.0,0.68,1986949.0,-0.62,4443.11,0.0
2021-09-28,76800.0,1339.31,23145.0,0.68,1986949.0,-0.62,4352.63,0.0
2021-09-29,76258.0,1339.21,23155.0,0.67,1986949.0,-0.62,4359.46,0.0
2021-09-30,75251.0,1342.06,23162.0,0.65,1986949.0,-0.62,4307.54,0.0
2021-10-01,74245.0,1334.89,23160.0,0.66,2399005.0,-0.2,4357.05,0.20738126645424718
2021-10-04,73238.0,1339.54,23156.0,0.65,2399005.0,-0.2,4300.46,0.0
2021-10-05,74013.0,1354.63,23154.0,0.67,2399005.0,-0.2,4345.72,0.0
2021-10-06,74013.0,1362.82,23158.0,0.66,2399005.0,-0.2,4363.55,0.0
2021-10-07,74942.0,1365.99,23170.0,0.67,2399005.0,-0.2,4399.76,0.0
2021-10-08,75096.0,1372.73,23165.0,0.67,2399005.0,-0.2,4391.36,0.0
2021-10-11,75484.0,1394.09,23170.0,0.66,2399005.0,-0.2,4361.19,0.0
2021-10-12,75096.0,1394.8,23174.0,0.67,2399005.0,-0.2,4350.64,0.0
2021-10-13,75096.0,1391.91,23181.0,0.66,2399005.0,-0.2,4363.8,0.0
2021-10-14,74864.0,1391.85,23177.0,0.65,2399005.0,-0.2,4438.23,0.0
2021-10-15,74709.0,1392.7,23159.0,0.65,2399005.0,-0.2,4471.37,0.0
2021-10-18,74322.0,1395.53,23160.0,0.66,2399005.0,-0.2,4486.48,0.0
2021-10-19,74632.0,1395.33,23164.0,0.64,2399005.0,-0.2,4519.63,0.0
2021-10-20,73548.0,1393.8,23147.0,0.65,2399005.0,-0.2,4536.19,0.0
2021-10-21,72774.0,1384.77,23145.0,0.64,2399005.0,-0.2,4549.78,0.0
2021-10-22,73006.0,1389.24,23142.0,0.65,2399005.0,-0.2,4544.9,0.0
2021-10-25,72851.0,1385.4,23136.0,0.65,2399005.0,-0.2,4566.48,0.0
2021-10-26,72774.0,1391.63,23129.0,0.65,2399005.0,-0.2,4574.79,0.0
2021-10-27,74400.0,1423.02,23131.0,0.65,2399005.0,-0.2,4551.68,0.0
2021-10-28,75793.0,1438.01,23145.0,0.61,2399005.0,-0.2,4596.42,0.0
2021-10-29,75871.0,1444.27,23131.0,0.61,2399005.0,-0.2,4605.38,0.0
2021-11-01,75096.0,1438.97,23140.0,0.6,2399005.0,0.32,4613.67,0.0
2021-11-02,75793.0,1452.46,23150.0,0.6,2399005.0,0.32,4630.65,0.0
2021-11-03,76413.0,1444.3,23140.0,0.66,2399005.0,0.32,4660.57,0.0
2021-11-04,76180.0,1448.34,23152.0,0.62,2399005.0,0.32,4680.06,0.0
2021-11-05,75484.0,1456.51,23133.0,0.62,2399005.0,0.32,4697.53,0.0
2021-11-08,76025.0,1467.57,23123.0,0.63,2399005.0,0.32,4701.7,0.0
2021-11-09,75174.0,1461.5,23109.0,0.63,2399005.0,0.32,4685.25,0.0
2021-11-10,75561.0,1465.02,23100.0,0.63,2399005.0,0.32,4646.71,0.0
2021-11-11,76103.0,1462.35,23105.0,0.63,2399005.0,0.32,4649.27,0.0
2021-11-12,76025.0,1473.37,23115.0,0.65,2399005.0,0.32,4682.85,0.0
2021-11-15,75638.0,1476.57,23104.0,0.65,2399005.0,0.32,4682.81,0.0
2021-11-16,75251.0,1466.45,23107.0,0.63,2399005.0,0.32,4700.9,0.0
2021-11-17,75871.0,1475.85,23114.0,0.65,2399005.0,0.32,4688.67,0.0
2021-11-18,75096.0,1469.83,23116.0,0.64,2399005.0,0.32,4706.64,0.0
2021-11-19,75174.0,1452.35,23112.0,0.63,2399005.0,0.32,4697.96,0.0
2021-11-22,76490.0,1447.25,23118.0,0.63,2399005.0,0.32,4682.95,0.0
2021-11-23,76722.0,1463.63,23133.0,0.63,2399005.0,0.32,4690.7,0.0
2021-11-24,81135.0,1488.87,23141.0,0.64,2399005.0,0.32,4701.46,0.0
2021-11-25,82916.0,1500.81,23147.0,0.63,2399005.0,0.32,4047.71,0.0
2021-11-26,81290.0,1493.03,23145.0,0.64,2399005.0,0.32,4594.62,0.0
2021-11-29,78271.0,1484.84,23143.0,0.61,2399005.0,0.32,4655.27,0.0
2021-11-30,76567.0,1478.44,23139.0,0.65,2399005.0,0.32,4567.0,0.0
2021-12-01,76645.0,1485.19,23143.0,0.65,2399005.0,-0.18,4513.04,0.0
2021-12-02,76722.0,1482.05,23127.0,0.64,2399005.0,-0.18,4577.1,0.0
2021-12-03,75871.0,1443.32,23127.0,0.65,2399005.0,-0.18,4538.43,0.0
2021-12-06,73858.0,1413.58,23165.0,0.61,2399005.0,-0.18,4591.67,0.0
2021-12-07,76025.0,1446.77,23210.0,0.63,2399005.0,-0.18,4686.75,0.0
2021-12-08,76413.0,1452.87,23237.0,0.64,2399005.0,-0.18,4701.21,0.0
2021-12-09,76800.0,1467.98,23196.0,0.63,2399005.0,-0.18,4667.45,0.0
2021-12-10,77419.0,1463.54,23175.0,0.64,2399005.0,-0.18,4712.02,0.0
2021-12-13,77109.0,1476.21,23207.0,0.65,2399005.0,-0.18,4669.15,0.0
2021-12-14,76877.0,1476.02,23191.0,0.65,2399005.0,-0.18,4634.09,0.0
2021-12-15,77342.0,1475.5,23195.0,0.64,2399005.0,-0.18,4709.84,0.0
2021-12-16,76722.0,1476.61,23222.0,0.75,2399005.0,-0.18,4668.67,0.0
2021-12-17,74709.0,1479.79,23217.0,0.85,2399005.0,-0.18,4620.64,0.0
2021-12-20,77032.0,1477.33,23184.0,0.91,2399005.0,-0.18,4568.02,0.0
2021-12-21,76567.0,1478.74,23190.0,1.05,2399005.0,-0.18,4649.23,0.0
2021-12-22,76900.0,1477.67,23183.0,1.34,2399005.0,-0.18,4696.56,0.0
2021-12-23,76500.0,1456.96,23193.0,1.27,2399005.0,-0.18,4725.78,0.0
2021-12-24,78500.0,1477.03,23193.0,1.12,2399005.0,-0.18,4021.41,0.0
2021-12-27,79800.0,1488.88,23174.0,1.12,2399005.0,-0.18,4791.19,0.0
2021-12-28,80000.0,1494.39,23142.0,0.98,2399005.0,-0.18,4786.36,0.0
2021-12-29,79500.0,1485.82,23154.0,0.81,2399005.0,-0.18,4793.06,0.0
2021-12-30,78400.0,1485.97,23145.0,0.73,2399005.0,-0.18,4778.73,0.0
2021-12-31,78800.0,1498.28,23145.0,0.73,2399005.0,-0.18,4766.18,0.0
2022-01-04,79000.0,1525.58,23134.0,1.8,2132796.0,0.19,4793.54,-0.11096642149557838
2022-01-05,78000.0,1522.5,23137.0,1.47,2132796.0,0.19,4700.58,0.0
2022-01-06,79100.0,1528.57,23128.0,1.26,2132796.0,0.19,4696.05,0.0
2022-01-07,79800.0,1528.48,23138.0,1.17,2132796.0,0.19,4677.02,0.0
2022-01-10,79500.0,1503.71,23125.0,1.14,2132796.0,0.19,4670.29,0.0
2022-01-11,79400.0,1492.31,23105.0,1.11,2132796.0,0.19,4713.07,0.0
2022-01-12,80000.0,1510.51,23110.0,1.09,2132796.0,0.19,4726.35,0.0
2022-01-13,81900.0,1496.05,23096.0,1.04,2132796.0,0.19,4659.02,0.0
2022-01-14,83400.0,1496.02,23082.0,0.98,2132796.0,0.19,4662.85,0.0
2022-01-17,86200.0,1452.84,23085.0,1.02,2132796.0,0.19,3853.86,0.0
2022-01-18,87600.0,1438.94,23097.0,1.0,2132796.0,0.19,4577.34,0.0
2022-01-19,86800.0,1442.79,23119.0,0.98,2132796.0,0.19,4532.76,0.0
2022-01-20,87100.0,1465.3,23100.0,1.0,2132796.0,0.19,4482.73,0.0
2022-01-21,89200.0,1472.89,23077.0,1.03,2132796.0,0.19,4397.93,0.0
2022-01-24,93000.0,1439.71,23062.0,1.48,2132796.0,0.19,4410.13,0.0
2022-01-25,95800.0,1479.58,23068.0,2.3,2132796.0,0.19,4356.45,0.0
2022-01-26,94500.0,1481.58,23076.0,2.56,2132796.0,0.19,4349.93,0.0
2022-01-27,91000.0,1470.76,23070.0,2.42,2132796.0,0.19,4326.5,0.0
2022-01-28,89000.0,1478.96,23099.0,2.42,2132796.0,0.19,4431.85,0.0
2022-02-07,92400.0,1497.66,23081.0,2.27,2132796.0,1.0,4483.87,0.0
2022-02-08,92000.0,1500.99,23090.0,2.59,2132796.0,1.0,4521.54,0.0
2022-02-09,90800.0,1505.38,23104.0,3.32,2132796.0,1.0,4587.18,0.0
2022-02-10,91300.0,1506.79,23108.0,3.4,2132796.0,1.0,4504.06,0.0
2022-02-11,90000.0,1501.71,23090.0,3.08,2132796.0,1.0,4418.64,0.0
2022-02-14,86000.0,1471.96,23096.0,2.95,2132796.0,1.0,4401.67,0.0
2022-02-15,87000.0,1492.75,23116.0,2.89,2132796.0,1.0,4471.07,0.0
2022-02-16,87000.0,1492.1,23119.0,2.9,2132796.0,1.0,4475.01,0.0
2022-02-17,87500.0,1507.99,23113.0,2.74,2132796.0,1.0,4380.26,0.0
2022-02-18,87200.0,1504.84,23119.0,2.54,2132796.0,1.0,4348.87,0.0
2022-02-21,87400.0,1510.84,23133.0,2.52,2132796.0,1.0,3880.32,0.0
2022-02-22,86800.0,1503.47,23130.0,2.51,2132796.0,1.0,4304.74,0.0
2022-02-23,86900.0,1512.3,23130.0,2.57,2132796.0,1.0,4225.5,0.0
2022-02-24,85300.0,1494.85,23131.0,2.56,2132796.0,1.0,4288.7,0.0
2022-02-25,85100.0,1498.89,23146.0,2.55,2132796.0,1.0,4384.62,0.0
2022-02-28,84500.0,1490.13,23140.0,2.56,2132796.0,1.0,4373.79,0.0
2022-03-01,85000.0,1498.78,23137.0,2.54,2132796.0,0.7,4306.26,0.0
2022-03-02,85000.0,1485.52,23133.0,2.54,2132796.0,0.7,4386.54,0.0
2022-03-03,85500.0,1505.0,23143.0,2.51,2132796.0,0.7,4363.49,0.0
2022-03-04,84900.0,1505.33,23151.0,2.47,2132796.0,0.7,4328.87,0.0
2022-03-07,84900.0,1499.05,23159.0,2.4,2132796.0,0.7,4201.09,0.0
2022-03-08,81500.0,1473.71,23171.0,2.31,2132796.0,0.7,4170.62,0.0
2022-03-09,83000.0,1473.74,23172.0,2.24,2132796.0,0.7,4277.88,0.0
2022-03-10,83500.0,1479.08,23162.0,2.15,2132796.0,0.7,4259.52,0.0
2022-03-11,83800.0,1466.54,23164.0,2.11,2132796.0,0.7,4204.31,0.0
2022-03-14,84200.0,1446.25,23178.0,2.13,2132796.0,0.7,4173.11,0.0
2022-03-15,81100.0,1452.74,23186.0,2.18,2132796.0,0.7,4262.45,0.0
2022-03-16,82500.0,1459.33,23188.0,2.19,2132796.0,0.7,4357.95,0.0
2022-03-17,83000.0,1461.34,23167.0,2.19,2132796.0,0.7,4411.67,0.0
2022-03-18,84200.0,1469.1,23142.0,2.2,2132796.0,0.7,4463.09,0.0
2022-03-21,84900.0,1494.95,23146.0,2.17,2132796.0,0.7,4461.18,0.0
2022-03-22,84900.0,1503.78,23143.0,2.18,2132796.0,0.7,4511.61,0.0
2022-03-23,84900.0,1502.34,23147.0,2.19,2132796.0,0.7,4456.23,0.0
2022-03-24,83500.0,1498.26,23148.0,2.18,2132796.0,0.7,4520.16,0.0
2022-03-25,82500.0,1498.5,23151.0,2.13,2132796.0,0.7,4543.04,0.0
2022-03-28,82400.0,1483.18,23146.0,2.08,2132796.0,0.7,4575.52,0.0
2022-03-29,81900.0,1497.76,23151.0,2.03,2132796.0,0.7,4631.6,0.0
2022-03-30,82000.0,1490.51,23135.0,2.01,2132796.0,0.7,4602.45,0.0
2022-03-31,82100.0,1492.15,23100.0,2.08,2132796.0,0.7,4530.41,0.0
2022-04-01,82800.0,1516.44,23095.0,2.08,2292012.0,0.18,4545.86,0.07465130279689197
2022-04-04,82600.0,1524.7,23098.0,2.09,2292012.0,0.18,4582.64,0.0
2022-04-05,83000.0,1520.03,23098.0,2.1,2292012.0,0.18,4525.12,0.0
2022-04-06,84600.0,1522.9,23100.0,2.11,2292012.0,0.18,4481.15,0.0
2022-04-07,83000.0,1502.35,23105.0,2.11,2292012.0,0.18,4500.21,0.0
2022-04-08,83000.0,1482.0,23101.0,2.11,2292012.0,0.18,4488.28,0.0
2022-04-12,82400.0,1455.25,23108.0,2.11,2292012.0,0.18,4397.45,0.0
2022-04-13,82400.0,1477.2,23108.0,2.12,2292012.0,0.18,4446.59,0.0
2022-04-14,81000.0,1472.12,23106.0,2.11,2292012.0,0.18,4392.59,0.0
2022-04-15,80200.0,1458.56,23106.0,2.11,2292012.0,0.18,3849.62,0.0
2022-04-18,77700.0,1432.6,23107.0,2.11,2292012.0,0.18,4391.69,0.0
2022-04-19,77700.0,1406.45,23112.0,2.05,2292012.0,0.18,4462.21,0.0
2022-04-20,78400.0,1384.72,23117.0,1.85,2292012.0,0.18,4459.45,0.0
2022-04-21,78400.0,1370.21,23123.0,1.51,2292012.0,0.18,4393.66,0.0
2022-04-22,82200.0,1379.23,23123.0,1.33,2292012.0,0.18,4271.78,0.0
2022-04-25,81800.0,1310.92,23128.0,1.29,2292012.0,0.18,4296.12,0.0
2022-04-26,80500.0,1341.34,23135.0,1.43,2292012.0,0.18,4175.2,0.0
2022-04-27,81500.0,1353.77,23135.0,1.4,2292012.0,0.18,4183.96,0.0
2022-04-28,81500.0,1350.99,23140.0,1.37,2292012.0,0.18,4287.5,0.0
2022-04-29,80900.0,1366.8,23140.0,1.37,2292012.0,0.18,4131.93,0.0
2022-05-04,79900.0,1348.68,23128.0,1.56,2292012.0,0.38,4300.17,0.0
2022-05-05,81000.0,1360.68,23128.0,1.63,2292012.0,0.38,4152.38,0.0
2022-05-06,79400.0,1329.26,23130.0,1.7,2292012.0,0.38,4123.34,0.0
2022-05-09,77900.0,1269.62,23135.0,1.78,2292012.0,0.38,3991.24,0.0
2022-05-10,80000.0,1293.56,23143.0,1.91,2292012.0,0.38,4001.05,0.0
2022-05-11,80000.0,1301.53,23141.0,2.0,2292012.0,0.38,3935.18,0.0
2022-05-12,77000.0,1238.84,23151.0,2.07,2292012.0,0.38,3930.08,0.0
2022-05-13,73000.0,1182.77,23163.0,2.05,2292012.0,0.38,4023.89,0.0
2022-05-16,74200.0,1171.95,23160.0,1.98,2292012.0,0.38,4008.01,0.0
2022-05-17,76000.0,1228.37,23160.0,1.91,2292012.0,0.38,4088.85,0.0
2022-05-18,75400.0,1240.76,23140.0,1.75,2292012.0,0.38,3923.68,0.0
2022-05-19,76000.0,1241.64,23142.0,1.57,2292012.0,0.38,3900.79,0.0
2022-05-20,75300.0,1240.71,23145.0,1.32,2292012.0,0.38,3901.36,0.0
2022-05-23,74400.0,1218.81,23117.0,1.14,2292012.0,0.38,3973.75,0.0
2022-05-24,75600.0,1233.38,23103.0,1.04,2292012.0,0.38,3941.48,0.0
2022-05-25,77000.0,1268.43,23103.0,0.93,2292012.0,0.38,3978.73,0.0
2022-05-26,76700.0,1268.57,23105.0,0.74,2292012.0,0.38,4057.84,0.0
2022-05-27,77400.0,1285.45,23109.0,0.53,2292012.0,0.38,4158.24,0.0
2022-05-30,78000.0,1293.92,23089.0,0.38,2292012.0,0.38,3896.4,0.0
2022-05-31,78900.0,1292.68,23057.0,0.33,2292012.0,0.38,4132.15,0.0
2022-06-01,80500.0,1299.52,23060.0,0.48,2292012.0,0.69,4101.23,0.0
2022-06-02,79000.0,1288.62,23066.0,0.45,2292012.0,0.69,4176.82,0.0
2022-06-03,77500.0,1287.98,23069.0,0.4,2292012.0,0.69,4108.54,0.0
2022-06-06,79700.0,1290.01,23062.0,0.39,2292012.0,0.69,4121.43,0.0
2022-06-07,81000.0,1291.35,23057.0,0.42,2292012.0,0.69,4160.68,0.0
2022-06-08,79200.0,1307.91,23057.0,0.42,2292012.0,0.69,4115.77,0.0
2022-06-09,77800.0,1307.8,23062.0,0.38,2292012.0,0.69,4017.82,0.0
2022-06-10,77700.0,1284.08,23065.0,0.38,2292012.0,0.69,3900.86,0.0
2022-06-13,76400.0,1227.04,23071.0,0.37,2292012.0,0.69,3749.63,0.0
2022-06-14,77000.0,1230.31,23089.0,0.36,2292012.0,0.69,3735.48,0.0
2022-06-15,76500.0,1213.93,23093.0,0.37,2292012.0,0.69,3789.99,0.0
2022-06-16,79100.0,1236.63,23093.0,0.37,2292012.0,0.69,3666.77,0.0
2022-06-17,76100.0,1217.3,23089.0,0.37,2292012.0,0.69,3674.84,0.0
2022-06-20,76000.0,1180.4,23092.0,0.38,2292012.0,0.69,3860.83,0.0
